1,Alex Abrines\abrinal01,SG,24,OKC,6,110,9.5,.575,.650,.100,2.9,12.3,7.7,2.6,2.2,1.7,4.6,8.7,,0.1,0.1,0.2,.107,,-1.6,1.6,0.1,0.1
105,Cory Joseph\josepco01,PG,26,IND,7,143,12.7,.463,.333,.182,1.8,12.3,7.2,20.4,3.3,1.5,10.1,13.1,,0.1,0.3,0.4,.125,,-0.2,3.0,2.9,0.2
106,Furkan Korkmaz\korkmfu01,SG,20,PHI,1,2,56.8,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,.350,,31.8,-8.4,23.4,0.0
107,Kyle Korver\korveky01,SG,36,CLE,14,352,14.9,.693,.790,.120,1.4,11.4,6.4,5.9,1.2,0.8,8.7,15.4,,0.8,0.2,1.0,.142,,2.5,-0.4,2.2,0.4
108,Shane Larkin\larkish01,PG,25,BOS,11,154,10.0,.551,.371,.143,0.7,7.5,4.1,19.6,1.7,0.0,13.9,12.9,,0.1,0.1,0.3,.090,,-1.4,-0.9,-2.3,0.0
109,Joffrey Lauvergne\lauvejo01,C,26,SAS,1,6,16.5,1.000,.000,.000,0.0,20.2,9.4,0.0,0.0,0.0,0.0,7.6,,0.0,0.0,0.0,.154,,-2.5,-1.7,-4.2,0.0
110,Ty Lawson\lawsoty01,PG,30,WAS,5,96,12.1,.506,.308,.231,2.5,13.6,8.1,21.3,1.5,0.0,9.5,14.5,,0.1,0.0,0.2,.076,,-1.5,1.0,-0.5,0.0
111,Jake Layman\laymaja01,SF,23,POR,1,8,50.9,1.000,.000,.000,0.0,15.1,6.9,25.8,12.2,0.0,0.0,16.0,,0.1,0.0,0.1,.533,,13.4,8.8,22.2,0.0
112,T.J. Leaf\leaftj01,PF,20,IND,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.019,,-4.1,1.5,-2.5,0.0
113,Meyers Leonard\leoname01,C,25,POR,2,8,48.4,1.000,.000,.000,0.0,60.4,27.7,0.0,0.0,0.0,0.0,21.3,,0.1,0.0,0.1,.348,,3.3,-7.7,-4.4,0.0
114,DeAndre Liggins\liggide01,SG,29,NOP,3,14,-7.7,.266,.000,2.000,0.0,7.2,3.7,0.0,0.0,0.0,51.5,11.8,,-0.1,0.0,-0.1,-0.236,,-13.5,-0.4,-13.8,0.0
115,Damian Lillard\lillada01,PG,27,POR,4,162,9.4,.471,.423,.239,1.9,11.2,6.1,16.6,1.5,0.0,16.9,24.9,,-0.2,0.0,-0.2,-0.062,,-4.2,-0.4,-4.6,-0.1
116,Shaun Livingston\livinsh01,PG,32,GSW,13,225,12.6,.533,.013,.266,3.9,10.3,7.2,14.6,0.9,0.4,10.2,19.1,,0.2,0.3,0.5,.104,,-1.2,-1.1,-2.3,0.0
117,Kevon Looney\looneke01,C,21,GSW,13,265,11.9,.570,.043,.326,10.0,15.0,12.6,6.8,1.8,2.2,13.2,10.0,,0.4,0.5,0.8,.150,,0.4,2.7,3.0,0.3
118,Kevin Love\loveke01,C,29,CLE,14,463,14.8,.519,.355,.247,8.0,30.8,19.3,7.9,1.0,1.2,12.0,23.8,,0.2,0.5,0.7,.077,,-3.0,0.4,-2.5,-0.1
119,Kyle Lowry\lowryky01,PG,31,TOR,10,361,19.9,.659,.534,.271,0.7,14.2,7.3,37.0,2.1,0.0,19.0,20.5,,1.1,0.0,1.1,.150,,3.7,0.2,3.9,0.5
120,Ian Mahinmi\mahinia01,C,31,WAS,6,52,30.3,.796,.000,.786,9.2,16.0,12.6,3.0,3.8,8.2,5.0,16.8,,0.3,0.1,0.4,.358,,3.8,6.1,9.9,0.2
121,Thon Maker\makerth01,C,20,MIL,6,130,11.2,.531,.714,.250,5.9,14.6,10.5,5.4,0.8,7.6,11.4,13.1,,0.1,0.2,0.2,.081,,-1.5,2.9,1.4,0.1
122,Luc Mbah a Moute\mbahalu01,PF,31,HOU,8,135,2.7,.345,.412,.147,1.6,15.7,8.6,3.0,1.5,2.5,14.2,14.0,,-0.4,0.2,-0.2,-0.067,,-7.8,1.3,-6.5,-0.2
123,C.J. McCollum\mccolcj01,SG,26,POR,4,155,19.5,.610,.338,.169,0.0,6.2,2.9,15.0,1.6,0.5,9.8,25.3,,0.4,0.0,0.4,.111,,2.1,-1.6,0.4,0.1
124,T.J. McConnell\mccontj01,PG,25,PHI,10,155,17.8,.720,.083,.139,4.1,14.0,9.0,23.3,1.9,0.0,13.6,12.0,,0.4,0.2,0.6,.194,,2.5,0.0,2.4,0.2
125,JaVale McGee\mcgeeja01,C,30,GSW,9,103,21.9,.626,.026,.211,12.8,21.4,17.2,6.0,1.4,4.9,8.8,19.3,,0.3,0.2,0.5,.229,,1.4,1.5,2.9,0.1
126,Rodney McGruder\mcgruro01,SG,26,MIA,4,16,-3.0,.250,.500,.000,0.0,26.9,13.2,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.109,,-12.4,-3.0,-15.5,-0.1
127,Khris Middleton\middlkh01,SF,26,MIL,7,275,22.4,.719,.366,.170,0.5,14.2,7.8,14.3,1.1,1.6,11.7,24.1,,0.9,0.2,1.1,.195,,5.4,-1.0,4.4,0.4
128,C.J. Miles\milescj01,SF,30,TOR,10,227,13.1,.615,.634,.225,3.2,9.9,6.5,5.3,1.6,1.0,10.3,17.4,,0.3,0.0,0.3,.073,,0.4,-0.1,0.2,0.1
129,Darius Miller\milleda01,SF,27,NOP,9,162,8.6,.587,.706,.176,1.3,11.2,6.4,8.4,1.4,0.0,14.1,11.3,,0.1,0.1,0.2,.067,,-0.9,0.8,0.0,0.1
130,Patty Mills\millspa02,PG,29,SAS,5,165,10.4,.566,.614,.088,1.3,5.9,3.4,13.8,0.9,0.5,13.2,18.9,,0.0,0.0,0.0,.011,,-0.7,-0.2,-0.9,0.0
131,Nikola Mirotic\mirotni01,PF,26,NOP,9,320,15.8,.612,.500,.186,3.0,24.2,14.0,6.3,1.5,3.0,8.3,16.1,,0.4,0.5,0.9,.138,,0.7,3.0,3.7,0.5
132,Donovan Mitchell\mitchdo01,SG,21,UTA,11,411,16.7,.512,.329,.177,2.3,14.8,8.5,20.8,1.9,0.9,10.9,31.5,,0.0,0.5,0.5,.062,,0.4,0.8,1.3,0.3
133,Greg Monroe\monrogr01,C,27,BOS,10,99,16.5,.546,.000,.595,15.9,22.1,19.0,8.6,0.5,1.8,20.4,27.2,,0.0,0.1,0.1,.060,,-3.8,-0.9,-4.7,-0.1
134,E'Twaun Moore\mooreet01,SG,28,NOP,9,284,8.7,.537,.284,.182,2.3,6.0,4.2,7.1,1.0,0.3,10.4,16.0,,0.0,0.2,0.2,.034,,-1.7,0.1,-1.7,0.0
135,Marcus Morris\morrima03,PF,28,BOS,15,437,9.3,.474,.309,.275,3.1,17.9,10.4,6.3,0.5,1.0,6.6,22.4,,-0.2,0.4,0.3,.030,,-3.4,-1.2,-4.7,-0.3
136,Markieff Morris\morrima02,PF,28,WAS,6,181,13.4,.552,.245,.204,9.2,20.4,14.8,8.0,1.1,2.4,10.1,14.5,,0.2,0.1,0.4,.097,,-1.0,3.0,2.0,0.2
137,Shabazz Muhammad\muhamsh01,SG,25,MIL,4,29,23.2,.563,.250,.250,0.0,15.4,8.2,0.0,3.6,3.1,8.3,40.6,,0.0,0.0,0.0,.024,,-5.2,-6.4,-11.6,-0.1
138,Dejounte Murray\murrade01,PG,21,SAS,5,96,16.3,.558,.194,.290,4.4,21.5,12.4,16.3,2.7,1.8,12.5,19.0,,0.1,0.1,0.2,.095,,-1.8,4.4,2.6,0.1
139,Abdel Nader\naderab01,SF,24,BOS,9,30,5.7,.358,.267,.267,3.7,7.7,5.7,16.7,1.7,2.9,10.7,28.7,,-0.1,0.0,-0.1,-0.133,,-7.3,-1.1,-8.4,0.0
140,Larry Nance\nancela02,C,25,CLE,12,182,17.0,.695,.000,.303,7.3,22.1,14.6,7.0,3.2,2.9,15.8,11.5,,0.3,0.3,0.6,.168,,-1.2,4.7,3.5,0.3
141,Shabazz Napier\napiesh01,PG,26,POR,2,35,4.3,.463,.364,.182,0.0,6.9,3.2,12.0,4.2,0.0,33.6,21.8,,-0.2,0.0,-0.1,-0.182,,-9.0,1.6,-7.4,0.0
142,Raul Neto\netora01,PG,25,UTA,8,72,7.4,.417,.304,.217,3.0,12.1,7.5,20.2,1.4,0.0,13.7,17.9,,-0.1,0.1,0.0,.005,,-4.2,0.2,-4.0,0.0
143,Lucas Nogueira\noguelu01,C,25,TOR,5,24,-9.8,.266,.000,2.000,0.0,5.2,2.5,5.2,0.0,0.0,61.5,9.2,,-0.1,0.0,-0.1,-0.226,,-12.0,0.5,-11.4,-0.1
144,Jusuf Nurkic\nurkiju01,C,23,POR,4,94,23.0,.536,.000,.282,13.0,25.7,18.8,6.5,3.1,4.3,6.4,21.3,,0.2,0.1,0.3,.160,,-1.5,3.8,2.3,0.1
145,Royce O'Neale\onealro01,SF,24,UTA,11,259,9.5,.606,.500,.339,1.2,14.7,7.9,8.5,1.9,1.4,19.9,13.7,,0.0,0.3,0.4,.069,,-1.7,2.7,1.0,0.2
146,Semi Ojeleye\ojelese01,PF,23,BOS,15,220,2.5,.422,.645,.161,2.0,11.5,6.7,1.3,0.7,0.0,5.7,7.3,,-0.1,0.2,0.1,.021,,-4.0,-0.1,-4.1,-0.1
147,Emeka Okafor\okafoem01,C,35,NOP,1,4,-13.9,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,,0.0,0.0,0.0,-0.263,,-13.4,-1.2,-14.6,0.0
148,Victor Oladipo\oladivi01,SG,25,IND,7,261,21.9,.548,.449,.323,1.5,24.7,13.6,26.8,3.4,1.3,14.2,30.5,,0.3,0.6,0.9,.159,,4.0,3.6,7.5,0.6
149,Kelly Olynyk\olynyke01,PF,26,MIA,5,146,17.4,.606,.432,.455,5.0,11.8,8.3,21.0,2.3,3.5,13.2,17.9,,0.3,0.1,0.4,.125,,1.0,3.2,4.2,0.2
150,Chinanu Onuaku\onuakch01,C,21,HOU,1,3,38.0,,,,36.5,0.0,18.4,41.1,16.5,0.0,,0.0,,0.0,0.0,0.0,.591,,12.8,14.9,27.8,0.0
151,Cedi Osman\osmande01,SF,22,CLE,8,49,5.6,.339,.462,.308,2.4,10.0,6.2,9.0,3.2,0.0,0.0,14.2,,-0.1,0.1,0.0,-0.009,,-4.9,0.9,-4.0,0.0
152,Kelly Oubre\oubreke01,SF,22,WAS,6,148,9.8,.501,.396,.375,0.8,17.7,9.3,3.8,2.0,1.7,8.2,18.1,,0.0,0.1,0.1,.031,,-4.0,1.5,-2.6,0.0
153,Zaza Pachulia\pachuza01,C,33,GSW,4,17,36.4,.678,.000,1.500,32.4,12.3,22.1,8.5,8.5,0.0,13.1,19.6,,0.1,0.1,0.1,.417,,10.1,4.7,14.9,0.1
154,Jabari Parker\parkeja01,PF,22,MIL,7,167,15.9,.517,.306,.210,6.1,23.4,15.4,9.4,2.2,2.1,8.1,21.5,,0.1,0.2,0.3,.091,,-1.8,0.8,-1.0,0.0
155,Tony Parker\parketo01,PG,35,SAS,5,67,7.7,.412,.135,.189,0.0,7.2,3.4,17.5,1.5,0.0,9.1,30.1,,-0.2,0.0,-0.2,-0.151,,-7.7,-1.7,-9.4,-0.1
156,Patrick Patterson\pattepa01,PF,28,OKC,6,58,4.4,.667,.667,.000,1.8,18.0,10.0,7.2,0.8,0.0,33.3,6.8,,0.0,0.1,0.1,.043,,-4.2,0.6,-3.6,0.0
157,Brandon Paul\paulbr01,SG,26,SAS,1,3,15.5,,,,0.0,40.4,18.8,46.2,0.0,0.0,,0.0,,0.0,0.0,0.0,.168,,-6.6,3.0,-3.6,0.0
158,Chris Paul\paulch01,PG,32,HOU,13,438,23.0,.568,.372,.206,1.7,18.6,10.1,30.4,2.9,0.8,9.5,26.8,,1.1,0.7,1.8,.196,,4.6,1.9,6.4,0.9
159,Jakob Poeltl\poeltja01,C,22,TOR,9,140,14.6,.622,.032,.613,12.8,18.8,15.7,6.3,1.1,2.2,16.9,15.4,,0.3,0.0,0.3,.109,,-1.8,1.6,-0.2,0.1
160,Otto Porter\porteot01,SF,24,WAS,5,158,12.8,.562,.293,.195,0.8,18.1,9.4,7.2,1.9,2.7,6.3,13.3,,0.1,0.1,0.3,.078,,-2.1,3.6,1.5,0.1
161,Norman Powell\powelno01,SG,24,TOR,6,40,1.2,.381,.500,.286,0.0,6.3,3.1,7.1,0.0,0.0,6.0,19.0,,-0.1,0.0,-0.1,-0.115,,-7.2,-3.4,-10.6,-0.1
162,Zhou Qi\qizh01,C,22,HOU,3,6,16.1,1.000,.000,.000,0.0,18.6,9.2,0.0,0.0,0.0,0.0,7.4,,0.0,0.0,0.0,.177,,-1.1,-3.5,-4.6,0.0
163,J.J. Redick\redicjj01,SG,33,PHI,10,342,14.8,.593,.556,.311,0.9,3.8,2.3,12.2,1.2,0.3,6.7,20.2,,0.8,0.3,1.1,.148,,3.5,-3.1,0.4,0.2
164,Josh Richardson\richajo01,SF,24,MIA,5,130,12.8,.487,.475,.175,3.2,9.1,6.1,16.6,4.0,3.3,10.4,15.9,,0.0,0.1,0.2,.057,,-2.1,4.4,2.3,0.1
165,Glenn Robinson\robingl02,SF,24,IND,2,6,17.0,1.000,.000,.000,0.0,19.5,10.2,0.0,0.0,0.0,0.0,7.9,,0.0,0.0,0.0,.205,,0.9,-3.2,-2.4,0.0
166,Rajon Rondo\rondora01,PG,31,NOP,9,302,15.5,.474,.207,.152,3.2,19.6,11.7,47.4,2.0,0.5,25.2,18.6,,0.1,0.4,0.5,.082,,-1.2,2.4,1.2,0.2
167,Derrick Rose\rosede01,PG,29,MIN,5,119,16.5,.591,.175,.123,0.9,7.1,4.1,19.9,0.8,0.0,11.8,26.1,,0.1,0.0,0.1,.044,,-0.8,-0.2,-1.0,0.0
168,Terry Rozier\roziete01,PG,23,BOS,15,546,18.0,.564,.539,.243,1.6,15.4,8.4,24.5,1.4,1.0,8.1,20.9,,1.2,0.6,1.8,.161,,4.0,0.6,4.5,0.9
169,Ricky Rubio\rubiori01,PG,27,UTA,6,181,15.8,.471,.405,.291,2.9,23.5,13.1,36.8,2.2,1.5,16.8,26.1,,-0.1,0.3,0.2,.063,,0.0,3.5,3.4,0.3
170,Domantas Sabonis\sabondo01,C,21,IND,7,166,18.7,.622,.113,.290,10.7,12.7,11.8,5.1,0.3,1.3,9.1,21.9,,0.5,0.2,0.6,.183,,2.5,-1.6,0.9,0.1
171,Dario Saric\saricda01,PF,23,PHI,10,329,18.6,.546,.371,.286,10.3,13.5,11.9,17.2,1.5,1.1,8.7,22.0,,0.8,0.4,1.2,.172,,4.2,0.0,4.3,0.5
172,Tomas Satoransky\satorto01,SG,26,WAS,6,60,-0.9,.237,.231,.308,10.0,7.9,8.9,6.3,0.0,0.0,16.9,13.0,,-0.2,0.0,-0.2,-0.139,,-7.8,0.0,-7.8,-0.1
173,Mike Scott\scottmi01,PF,29,WAS,6,126,19.1,.745,.268,.146,5.7,14.2,9.9,5.1,0.8,0.7,10.3,17.0,,0.4,0.0,0.4,.162,,2.4,-0.1,2.3,0.1
174,Pascal Siakam\siakapa01,PF,23,TOR,10,179,14.0,.663,.098,.488,6.0,18.9,12.3,6.7,0.3,2.6,12.3,14.4,,0.4,0.0,0.4,.104,,-1.8,1.3,-0.5,0.1
175,Ben Simmons\simmobe01,PG,21,PHI,10,369,16.5,.541,.008,.464,4.6,22.9,13.6,33.0,2.3,2.0,22.6,22.1,,0.1,0.6,0.8,.102,,-0.4,3.3,2.9,0.5
176,Marcus Smart\smartma01,SG,23,BOS,11,332,11.3,.444,.450,.358,3.4,10.4,6.9,25.7,3.3,2.1,18.2,21.3,,-0.3,0.5,0.2,.030,,-1.6,2.4,0.8,0.2
177,J.R. Smith\smithjr01,SG,32,CLE,14,437,7.8,.515,.621,.103,1.6,8.7,5.1,5.5,1.8,0.4,9.7,14.4,,0.0,0.3,0.3,.036,,-1.9,0.7,-1.2,0.1
178,Jason Smith\smithja02,C,31,WAS,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.020,,-6.0,2.2,-3.8,0.0
179,Tony Snell\snellto01,SG,26,MIL,7,134,3.4,.396,.875,.000,1.0,10.0,5.8,4.0,1.2,2.7,11.1,9.8,,-0.2,0.1,-0.1,-0.025,,-4.0,0.9,-3.2,0.0
180,Lance Stephenson\stephla01,SG,27,IND,7,149,13.7,.529,.400,.138,2.6,12.6,7.8,22.3,0.7,0.7,11.5,24.7,,0.1,0.2,0.3,.089,,1.5,-1.2,0.3,0.1
181,David Stockton\stockda01,PG,26,UTA,2,6,-0.9,.333,.333,.000,0.0,18.1,9.0,0.0,0.0,0.0,0.0,22.1,,0.0,0.0,0.0,-0.136,,-10.8,-5.8,-16.6,0.0
182,Caleb Swanigan\swanica01,PF,20,POR,1,8,2.5,.399,.500,2.000,0.0,30.2,13.8,14.5,0.0,0.0,21.0,25.4,,0.0,0.0,0.0,-0.162,,-9.9,-1.2,-11.1,0.0
183,Jayson Tatum\tatumja01,SF,19,BOS,15,523,16.6,.572,.266,.379,1.9,12.1,7.0,14.4,1.7,1.3,11.6,23.5,,0.7,0.6,1.3,.118,,0.9,0.5,1.4,0.4
184,Jeff Teague\teaguje01,PG,29,MIN,5,153,13.1,.556,.353,.333,2.2,10.3,6.4,29.6,1.0,1.4,19.3,21.6,,0.1,0.0,0.1,.028,,-1.5,2.1,0.6,0.1
185,Jason Terry\terryja01,SG,40,MIL,3,44,5.5,.600,1.000,.000,2.9,2.5,2.7,6.0,1.2,0.0,16.7,6.6,,0.0,0.0,0.0,.039,,-1.1,-1.3,-2.4,0.0
186,Klay Thompson\thompkl01,SG,27,GSW,13,494,13.4,.549,.419,.087,1.6,10.0,5.9,9.1,0.8,0.8,7.0,22.6,,0.4,0.6,1.0,.094,,1.5,-1.7,-0.2,0.2
187,Tristan Thompson\thomptr01,C,26,CLE,11,200,18.3,.699,.000,.436,18.6,17.7,18.2,4.7,0.3,0.4,14.7,12.8,,0.7,0.1,0.8,.194,,1.0,-0.4,0.6,0.1
188,Karl-Anthony Towns\townska01,C,22,MIN,5,170,16.8,.542,.183,.383,9.9,32.2,21.4,10.3,0.6,3.2,14.6,22.0,,0.1,0.1,0.2,.066,,-3.5,4.8,1.3,0.1
189,P.J. Tucker\tuckepj01,PF,32,HOU,13,401,12.0,.681,.711,.120,2.5,15.8,9.1,5.7,0.5,2.5,8.4,10.6,,0.7,0.4,1.1,.131,,1.0,1.3,2.3,0.4
190,Evan Turner\turneev01,SF,29,POR,3,87,8.2,.413,.212,.061,5.9,9.7,7.6,15.9,1.7,0.9,15.0,19.6,,-0.1,0.0,-0.1,-0.058,,-5.1,1.1,-4.0,0.0
191,Myles Turner\turnemy01,C,21,IND,7,196,15.3,.698,.241,.352,3.9,17.9,11.2,3.2,0.5,2.2,15.0,17.7,,0.4,0.3,0.6,.159,,1.1,0.0,1.1,0.2
192,Ekpe Udoh\udohek01,C,30,UTA,6,21,3.1,.362,.000,4.000,5.1,10.4,7.7,0.0,0.0,8.4,26.6,7.9,,0.0,0.0,0.0,-0.043,,-8.7,3.9,-4.8,0.0
193,Jonas Valanciunas\valanjo01,C,25,TOR,10,244,25.2,.599,.047,.318,14.7,38.4,26.3,8.7,0.8,4.8,13.5,26.2,,0.6,0.2,0.8,.155,,-2.0,2.3,0.3,0.1
194,Fred VanVleet\vanvlfr01,PG,23,TOR,6,114,8.0,.482,.718,.205,0.0,11.0,5.4,16.6,0.0,0.0,8.6,18.5,,0.0,-0.1,0.0,-0.006,,-2.3,-2.5,-4.8,-0.1
195,Dwyane Wade\wadedw01,SG,36,MIA,5,127,17.3,.510,.057,.371,2.4,15.3,8.7,27.3,2.6,0.7,11.9,31.4,,0.0,0.1,0.1,.032,,-2.7,1.4,-1.4,0.0
196,John Wall\walljo01,PG,27,WAS,6,234,24.1,.528,.165,.370,1.5,15.8,8.7,50.2,3.0,2.9,15.5,32.9,,0.4,0.2,0.6,.124,,2.7,4.3,7.1,0.5
197,David West\westda01,C,37,GSW,12,130,21.2,.629,.026,.105,5.9,17.7,12.0,27.7,2.2,4.5,13.1,15.4,,0.4,0.3,0.7,.244,,2.6,3.6,6.2,0.3
198,Russell Westbrook\westbru01,PG,29,OKC,6,235,20.2,.493,.261,.248,5.0,27.1,16.2,38.1,1.9,0.0,14.8,39.0,,-0.1,0.4,0.3,.052,,2.1,2.4,4.5,0.4
199,Derrick White\whitede01,PG,23,SAS,3,18,20.0,.583,.333,.000,0.0,0.0,0.0,10.0,2.9,9.7,0.0,15.2,,0.0,0.0,0.0,.125,,-2.0,4.3,2.2,0.0
200,Hassan Whiteside\whiteha01,C,28,MIA,5,77,6.9,.505,.000,.650,13.4,28.0,20.6,2.0,0.0,6.7,31.8,21.1,,-0.2,0.1,-0.1,-0.082,,-11.6,1.9,-9.7,-0.1
201,Andrew Wiggins\wiggian01,SF,22,MIN,5,164,11.7,.514,.309,.294,3.4,13.5,8.6,10.0,0.6,1.3,10.5,23.9,,0.0,0.0,0.0,-0.011,,-3.5,1.7,-1.8,0.0
202,Justise Winslow\winslju01,PF,21,MIA,5,125,12.0,.495,.452,.405,5.8,22.4,13.9,16.2,1.5,2.7,13.9,19.8,,0.0,0.1,0.1,.037,,-3.1,2.9,-0.2,0.1
203,Delon Wright\wrighde01,PG,25,TOR,10,215,18.0,.573,.309,.235,1.7,11.0,6.3,16.3,3.5,3.3,10.7,17.7,,0.3,0.2,0.5,.114,,-0.6,3.6,3.0,0.3
204,Guerschon Yabusele\yabusgu01,PF,22,BOS,10,44,2.6,.217,.571,.714,7.7,18.3,12.9,6.1,2.3,0.0,0.0,9.6,,-0.1,0.1,0.0,.002,,-4.8,1.5,-3.4,0.0
205,Joe Young\youngjo01,PG,25,IND,1,3,-5.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.025,,-4.1,1.5,-2.5,0.0
206,Nick Young\youngni01,SG,32,GSW,12,121,6.6,.526,.939,.152,0.9,6.9,4.0,3.2,0.8,0.0,2.8,13.1,,0.1,0.1,0.2,.074,,0.7,-2.6,-1.9,0.0
207,Thaddeus Young\youngth01,PF,29,IND,7,237,17.9,.601,.117,.217,11.8,15.8,13.9,6.5,2.7,2.8,9.6,14.5,,0.5,0.4,0.9,.188,,2.9,3.8,6.7,0.5
208,Tyler Zeller\zellety01,C,28,MIL,7,66,13.4,.814,.000,.800,3.9,20.3,12.6,6.1,3.2,4.1,12.9,5.7,,0.1,0.1,0.3,.184,,-0.8,4.7,3.9,0.1
209,Ante Zizic\zizican01,C,21,CLE,4,15,-6.7,.258,.000,.667,0.0,40.7,20.2,9.6,0.0,0.0,20.5,30.6,,-0.1,0.0,-0.1,-0.383,,-21.2,-1.7,-22.9,-0.1